"totalTime","numInputGranules","totalGranuleSize","harmonyGdalAdapter","harmonyServiceExample","harmonyNetcdfToZarr","swotReproject","varSubsetter","sdsMaskfill","trajectorySubsetter","podaacConcise","podaacL2Subsetter","giovanniAdapter"
10.156,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
5.955,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
12.459,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
8.194,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
9.522,1,2.24,0,0,0,0,1,0,0,0,0,0
37.793,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
9.045,1,2.24,0,0,0,0,1,0,0,0,0,0
27.91,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
13.565,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
11.683,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
20.477,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
11.629,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
17.538,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
7.039,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
45.997,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
9.494,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
7.18,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
7.92,1,2.24,0,0,0,0,1,0,0,0,0,0
5.754,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
9.504,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
7.743,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
14.227,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
8.515,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
8.25,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
27.076,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
23.969,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
5.769,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
8.187,1,2.24,0,0,0,0,1,0,0,0,0,0
16.968,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
6.591,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
11.635,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
15.433,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
24.453,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
5.644,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
15.795,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
8.097,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
8.08,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
29.164,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
12.246,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
4.452,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
29.09,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
26.663,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
8.162,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
6.943,1,2.24,0,0,0,0,1,0,0,0,0,0
41.569,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
30.999,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
5.407,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
20.624,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
33.767,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
10.733,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
22.675,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
3.455,1,2.24,0,0,0,0,1,0,0,0,0,0
7.595,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
8.089,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
6.437,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
5.224,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
9.768,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
12.236,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
11.572,1,2.24,0,0,0,0,1,0,0,0,0,0
8.586,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
9.701,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
6.351,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
19.907,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
10.97,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
29.359,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
7.844,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
5.678,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
10.116,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
9.439,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
30.247,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
11.487,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
15.079,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
15.146,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
6.78,1,2.24,0,0,0,0,1,0,0,0,0,0
5.89,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
12.158,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
38.602,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
6.833,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
20.139,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
10.081,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
3.782,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
6.495,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
23.929,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
12.56,1,2.24,0,0,0,0,1,0,0,0,0,0
9.529,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
11.395,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
9.189,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
8.437,1,2.24,0,0,0,0,1,0,0,0,0,0
8.376,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
29.363,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
34.728,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
10.837,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
11.135,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
6.826,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
10.945,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
10.754,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
5.823,1,2.24,0,0,0,0,1,0,0,0,0,0
5.808,1,2.24,0,0,0,0,1,0,0,0,0,0
15.805,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
62.163,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
9.053,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
61.123,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
44.69,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
33.961,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
40.527,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
12.182,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
32.873,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
101.117,50,1065.02231025696,0,0,0,0,0,0,0,0,1,0
15.759,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
6.704,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
7.793,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
15.567,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
12.042,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
8.975,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
28.294,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
13.214,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
25.921,1,2.24,0,0,0,0,1,0,0,0,0,0
21.248,1,2.24,0,0,0,0,1,0,0,0,0,0
13.422,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
11.588,1,2.24,0,0,0,0,1,0,0,0,0,0
16.477,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
13.383,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
25.558,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
17.292,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
18.724,1,2.24,0,0,0,0,1,0,0,0,0,0
15.195,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
15.055,1,2.24,0,0,0,0,1,0,0,0,0,0
7.927,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
34.816,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
9.352,1,2.24,0,0,0,0,1,0,0,0,0,0
21.262,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
10.65,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
7.331,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
8.419,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
11.015,1,2.24,0,0,0,0,1,0,0,0,0,0
34.875,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
35.244,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
36.822,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
17.851,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
29.859,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
22.94,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
12.399,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
12.275,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
7.566,1,2.24,0,0,0,0,1,0,0,0,0,0
7.647,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
15.093,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
11.163,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
8.158,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
7.569,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
13.886,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
9.76,1,2.24,0,0,0,0,1,0,0,0,0,0
12.667,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
33.336,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
28.121,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
20.221,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
10.516,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
7.941,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
16.47,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
7.696,1,2.24,0,0,0,0,1,0,0,0,0,0
13.496,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
28.599,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
19.067,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
9.695,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
12.738,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
27.256,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
7.672,1,2.24,0,0,0,0,1,0,0,0,0,0
14.718,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
9.249,1,2.24,0,0,0,0,1,0,0,0,0,0
8.099,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
8.777,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
8.172,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
22.365,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
7.797,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
22.332,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
20.182,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
18.859,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
6.869,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
6.284,1,2.24,0,0,0,0,1,0,0,0,0,0
19.864,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
15.386,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
21.832,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
8.091,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
17.659,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
4.372,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
12.34,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
7.419,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
17.89,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
19.277,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
9.7,1,2.24,0,0,0,0,1,0,0,0,0,0
7.8,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
17.179,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
11.569,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
10.712,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
7.73,1,2.24,0,0,0,0,1,0,0,0,0,0
7.793,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
4.328,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
34.798,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
15.814,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
5.016,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
8.299,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
12.996,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
8.652,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
9.909,1,2.24,0,0,0,0,1,0,0,0,0,0
10.094,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
9.715,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
6.729,1,2.24,0,0,0,0,1,0,0,0,0,0
25.137,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
7.316,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
28.754,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
20.307,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
6.494,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
8.102,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
15.442,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
21.147,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
7.899,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
7.712,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
34.69,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
17.003,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
17.828,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
11.002,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
9.611,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
9.355,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
6.426,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
15.394,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
10.347,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
8.15,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
11.019,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
6.86,1,2.24,0,0,0,0,1,0,0,0,0,0
7.634,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
7.616,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
27.498,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
9.199,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
6.097,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
5.526,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
10.258,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
8.995,1,2.24,0,0,0,0,1,0,0,0,0,0
25.174,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
17.948,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
14.634,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
8.593,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
10.514,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
12.623,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
13.214,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
46.446,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
9.519,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
10.556,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
7.33,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
11.64,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
8.707,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
36.485,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
7.825,1,2.24,0,0,0,0,1,0,0,0,0,0
39.653,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
38.352,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
10.814,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
33.421,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
6.212,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
115.13,50,1065.02231025696,0,0,0,0,0,0,0,0,1,0
11.499,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
7.434,1,2.24,0,0,0,0,1,0,0,0,0,0
48.982,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
23.397,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
39.156,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
26.278,50,25.485445022583,0,1,0,0,0,0,0,0,0,0
4.832,1,2.24,0,0,0,0,1,0,0,0,0,0
5.446,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
7.61,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
28.611,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
6.819,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
31.019,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
30.191,1,2.24,0,0,0,0,1,0,0,0,0,0
27.859,1,2.24,0,0,0,0,1,0,0,0,0,0
11.282,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
21.61,1,2.24,0,0,0,0,1,0,0,0,0,0
17.894,1,2.24,0,0,0,0,1,0,0,0,0,0
8.764,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
8.02,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
16.924,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
13.65,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
15.227,1,2.24,0,0,0,0,1,0,0,0,0,0
8.559,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
12.432,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
22.344,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
5.681,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
20.81,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
16.776,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
7.753,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
20.73,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
18.941,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
7.754,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
6.49,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
16.353,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
14.891,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
20.726,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
6.904,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
46.45,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
18.433,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
10.368,1,2.24,0,0,0,0,1,0,0,0,0,0
15.569,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
45.805,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
16.728,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
13.672,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
9.978,1,2.24,0,0,0,0,1,0,0,0,0,0
18.806,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
11.113,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
14.779,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
27.102,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
7.431,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
11.57,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
11.02,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
24.405,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
16.238,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
14.465,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
24.144,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
10.04,1,2.24,0,0,0,0,1,0,0,0,0,0
28.096,1,20.0407552719116,0,0,1,0,0,0,0,0,1,0
18.041,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
19.198,2,16.9348630905151,0,0,0,0,0,0,0,1,0,0
98.238,50,25.485445022583,0,1,0,0,0,0,0,0,0,0
14.141,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
13.02,1,2.24,0,0,0,0,1,0,0,0,0,0
18.25,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
8.206,1,8.28893089294434,0,0,0,0,0,0,0,0,1,0
11.805,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
12.605,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
8.791,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
12.145,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
12.712,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
17.971,1,2.24,0,0,0,0,1,0,0,0,0,0
12.811,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
11.3,1,0.738396644592285,0,0,1,0,0,0,0,0,0,0
18.615,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
17.681,1,2.24,0,0,0,0,1,0,0,0,0,0
14.139,1,0.998874664306641,0,0,0,1,0,0,0,0,0,0
6.153,1,1.3701868057251,0,1,0,0,0,0,0,0,0,0
16.598,1,54.8008298874,0,0,0,0,1,0,0,0,0,0
9.009,1,2.24,0,0,0,0,1,0,0,0,0,0
